video_a,video_b,block,stratum,env_cos,env_chamfer,env_bhat_sim,env_raw,env_percentile_vs_negatives,verdict
11056473-3dfb-5993-ae7b-e2d302e7fb50,111ecb34-28d5-5cd6-bd24-aa99aa112d87,Construction and Hardware,same_site_diff_session,0.2928,0.3081,0.7526,0.3694,97.6,UNRESOLVED
32ced7cd-8ff5-5bb8-9a4d-3ed204b71722,b799db96-e840-5fa1-b5a5-d6b9af54f664,Construction and Hardware,same_site_diff_session,0.326,0.2386,0.9065,0.3694,97.6,UNRESOLVED
3a941169-1d8d-51b7-9567-8c5eb90741e9,55f4f4f4-4f1a-5ac0-81f5-8b4887b82257,Construction and Hardware,same_site_diff_session,0.2858,0.2913,0.8234,0.3692,97.6,UNRESOLVED
47fc8841-ffde-5f70-a8d3-75d8333880a4,54d873cf-9651-5242-9733-22fb2278eb4c,Construction and Hardware,same_site_diff_session,0.2986,0.2991,0.7685,0.3693,97.6,UNRESOLVED
0978012c-f2b6-59e5-b588-215760c6d5fa,d77f9170-128a-576c-aa05-98853e1fe4c0,Other,same_site_diff_session,0.2524,0.3299,0.7702,0.3688,97.575,UNRESOLVED
12d21198-1af7-5c3c-a556-a40cf5402f59,3429bd08-6d8c-547f-a872-be02799fa578,Other,same_site_diff_session,0.2746,0.3599,0.6154,0.3684,97.575,UNRESOLVED
12d21198-1af7-5c3c-a556-a40cf5402f59,49048032-afaf-5853-9d0f-2d4ed6a0d500,Other,same_site_diff_session,0.3222,0.3038,0.6799,0.3667,97.575,UNRESOLVED
151079c6-6f48-537e-81fa-041464800ffe,c8b3712a-dc14-5789-950f-1a6a044c1c07,Other,same_site_diff_session,0.3019,0.303,0.7329,0.3671,97.575,UNRESOLVED
151079c6-6f48-537e-81fa-041464800ffe,d404b7fe-051c-5c75-9f82-27fe6f0fdf43,Other,same_site_diff_session,0.2979,0.3039,0.7402,0.3672,97.575,UNRESOLVED
19a562bb-aac3-5aae-af05-10d00ef0754a,49048032-afaf-5853-9d0f-2d4ed6a0d500,Other,same_site_diff_session,0.2927,0.2872,0.8129,0.368,97.575,UNRESOLVED
1e61b863-2f7d-52f3-9f49-3b9f2b1a1f2b,a1f2969f-530a-5e86-9d6f-f0999cdaed56,Other,same_site_diff_session,0.2693,0.3129,0.7823,0.368,97.575,UNRESOLVED
25b18866-00e9-5220-ae3a-f8626c749bd0,27cc78b0-9192-54aa-8573-d145d4dae9cd,Other,same_site_diff_session,0.2865,0.2998,0.7894,0.3686,97.575,UNRESOLVED
25b18866-00e9-5220-ae3a-f8626c749bd0,d5d91393-cb7e-5f9e-9e29-97fda46fefbd,Other,same_site_diff_session,0.2986,0.3404,0.6198,0.3677,97.575,UNRESOLVED
32292912-9b9e-52b2-bba2-73e8798af90b,4f94773d-5d9d-5c77-98b5-2fb0b3b9fff6,Other,same_site_diff_session,0.2397,0.3142,0.838,0.3667,97.575,UNRESOLVED
38d7f94f-8d4b-57ea-9ce3-501105124ada,3d4a4d31-16a3-57b3-97b5-ef875bb29f2f,Other,same_site_diff_session,0.2911,0.2823,0.8346,0.3682,97.575,UNRESOLVED
38d7f94f-8d4b-57ea-9ce3-501105124ada,b6aa2514-103f-5b96-8ce4-3a88ebefd3c1,Other,same_site_diff_session,0.2986,0.2625,0.8818,0.368,97.575,UNRESOLVED
4e9a9e6c-9c98-51b8-b110-5d239585cfe1,d1d24a75-7e20-5eb9-aee5-03579841f7ab,Other,same_site_diff_session,0.2979,0.334,0.6508,0.3688,97.575,UNRESOLVED
4e9a9e6c-9c98-51b8-b110-5d239585cfe1,f120d01b-96cc-52ff-935b-7e2a93f4c297,Other,same_site_diff_session,0.2966,0.2958,0.7699,0.3672,97.575,UNRESOLVED
50531d7a-77b5-53b4-91bf-478d8de1b04c,822a4bc2-b39b-57b0-8079-2a709d083544,Other,same_site_diff_session,0.2794,0.284,0.8529,0.3677,97.575,UNRESOLVED
9a1157bf-4163-55c2-b3b8-6a5865cc6401,a83bd186-d88e-57ca-9eb8-ce027f21ce36,Other,same_site_diff_session,0.2711,0.294,0.8347,0.3671,97.575,UNRESOLVED
b08ee731-6ed2-5250-b349-411c3e44ecb8,c285995e-4cd8-5166-badc-21bee24c3387,Other,same_site_diff_session,0.2979,0.3422,0.6203,0.3684,97.575,UNRESOLVED
0f24eab6-2c3d-51f7-85cb-193de8c22ffe,23d3eac9-b7a1-5d08-ad6d-bd94172ed6e9,Agriculture and Farming,same_site_diff_session,0.2899,0.3131,0.733,0.368,97.575,UNRESOLVED
0f24eab6-2c3d-51f7-85cb-193de8c22ffe,34eb35f8-9ba9-5423-aebc-14f528527d65,Agriculture and Farming,same_site_diff_session,0.3089,0.2829,0.7926,0.3684,97.575,UNRESOLVED
0f24eab6-2c3d-51f7-85cb-193de8c22ffe,6f104c4b-d24d-5073-9599-66192292ea66,Agriculture and Farming,same_site_diff_session,0.3224,0.2722,0.7972,0.3685,97.575,UNRESOLVED
0f24eab6-2c3d-51f7-85cb-193de8c22ffe,e00bd7da-c16d-5dc0-9ae3-9a4e28ba4240,Agriculture and Farming,same_site_diff_session,0.3067,0.2933,0.7555,0.3673,97.575,UNRESOLVED
109ec652-b95d-5e97-9a5a-162dfc27e749,6f104c4b-d24d-5073-9599-66192292ea66,Agriculture and Farming,same_site_diff_session,0.3102,0.2792,0.7992,0.368,97.575,UNRESOLVED
109ec652-b95d-5e97-9a5a-162dfc27e749,6f40db70-fa93-5d98-b428-df819cb10391,Agriculture and Farming,same_site_diff_session,0.2779,0.2964,0.8103,0.367,97.575,UNRESOLVED
171af9e8-716a-5b77-b427-6dc8c321aace,1bcb3406-369f-5a9e-99b8-cdf8473d25f9,Agriculture and Farming,same_site_diff_session,0.334,0.2756,0.7479,0.3669,97.575,UNRESOLVED
23d3eac9-b7a1-5d08-ad6d-bd94172ed6e9,b40ca4c8-355f-57bf-bf0c-c2dc264dc95e,Agriculture and Farming,same_site_diff_session,0.2711,0.3219,0.7375,0.3665,97.575,UNRESOLVED
34eb35f8-9ba9-5423-aebc-14f528527d65,ffdb0869-552b-5ece-b32c-ef368e486f3a,Agriculture and Farming,same_site_diff_session,0.3127,0.2715,0.8227,0.3686,97.575,UNRESOLVED
3ea97025-14c6-5bd4-9069-c786c0de401a,b98fed56-a795-50cf-8e27-7840ac4550de,Agriculture and Farming,same_site_diff_session,0.296,0.2839,0.8211,0.3687,97.575,UNRESOLVED
43b6c74f-8840-5a78-8120-2c611108feb9,ffdb0869-552b-5ece-b32c-ef368e486f3a,Agriculture and Farming,same_site_diff_session,0.3014,0.2716,0.8509,0.369,97.575,UNRESOLVED
4a741970-7672-5766-aefd-11e8b847847d,7239e9b6-87cb-5a6c-951a-e327cddb8496,Agriculture and Farming,same_site_diff_session,0.3208,0.2622,0.8209,0.3665,97.575,UNRESOLVED
6f104c4b-d24d-5073-9599-66192292ea66,a408bd22-50c7-5668-9079-e67bf2780e97,Agriculture and Farming,same_site_diff_session,0.3137,0.2957,0.7384,0.3684,97.575,UNRESOLVED
6f40db70-fa93-5d98-b428-df819cb10391,b40ca4c8-355f-57bf-bf0c-c2dc264dc95e,Agriculture and Farming,same_site_diff_session,0.2807,0.2962,0.8077,0.3675,97.575,UNRESOLVED
7320e420-0fb6-5c9e-ba05-16c0cfb43145,81b3e9fc-792a-5769-ac79-a14e7c5cee2c,Agriculture and Farming,same_site_diff_session,0.3125,0.2871,0.7746,0.3691,97.575,UNRESOLVED
79a5130d-84f1-51c5-bddf-0783934d9b4d,cde44f5b-8252-5e03-843b-8c54028ea22d,Agriculture and Farming,same_site_diff_session,0.2999,0.2941,0.779,0.3689,97.575,UNRESOLVED
87870bd6-d1cb-5c25-a9b6-e91cb416306f,ab23428e-c25d-5452-b1fe-c34c4990ae38,Agriculture and Farming,same_site_diff_session,0.3253,0.2636,0.8199,0.3686,97.575,UNRESOLVED
87870bd6-d1cb-5c25-a9b6-e91cb416306f,acb20016-6776-55c1-9da1-a95181b43a07,Agriculture and Farming,same_site_diff_session,0.3201,0.2819,0.7598,0.3669,97.575,UNRESOLVED
87870bd6-d1cb-5c25-a9b6-e91cb416306f,f8c897e0-8968-5462-bd2a-12c9ba151172,Agriculture and Farming,same_site_diff_session,0.3178,0.2664,0.8244,0.3681,97.575,UNRESOLVED
a408bd22-50c7-5668-9079-e67bf2780e97,ffdb0869-552b-5ece-b32c-ef368e486f3a,Agriculture and Farming,same_site_diff_session,0.3184,0.2732,0.8042,0.3687,97.575,UNRESOLVED
037d5948-2f43-5199-9b9d-67001d58d749,8dfec8bf-5400-5a5c-b49b-52bede41d272,Industrial Manufacturing,same_site_diff_session,0.2876,0.2711,0.8776,0.3678,97.575,UNRESOLVED
131b0678-f2ec-5785-ab9d-05c6c538ed0d,d2161c99-77df-523e-8f80-de6a99468b1f,Industrial Manufacturing,same_site_diff_session,0.2808,0.2995,0.7968,0.3675,97.575,UNRESOLVED
220c8fdf-8f17-5465-871d-4bec4d9d2c23,93d18edb-e5e2-5d37-a5a8-5c4fd03176d9,Industrial Manufacturing,same_industry_diff_site,0.2688,0.3039,0.8089,0.3674,97.575,UNRESOLVED
46cc91f7-73a7-5ede-a6a5-3f9e703e8957,cc0aff63-96c7-5921-a46f-a65995ce277b,Industrial Manufacturing,same_site_diff_session,0.3263,0.2754,0.7707,0.3675,97.575,UNRESOLVED
683bbd64-8a53-5993-b2d7-cb358280b80c,b77213de-62a1-5fd5-8674-35fd5f24dc71,Industrial Manufacturing,same_site_diff_session,0.2364,0.3197,0.8264,0.3666,97.575,UNRESOLVED
93d18edb-e5e2-5d37-a5a8-5c4fd03176d9,fad68849-6a0a-5b97-baa0-9c84b97ee56a,Industrial Manufacturing,same_site_diff_session,0.2658,0.2945,0.8434,0.3668,97.575,UNRESOLVED
99803f90-eac3-5a6b-9b6d-1215deaddd23,c2b26d10-6921-5f7f-ab9a-66c67be13bde,Industrial Manufacturing,same_site_diff_session,0.2826,0.2972,0.8084,0.3688,97.575,UNRESOLVED
99803f90-eac3-5a6b-9b6d-1215deaddd23,d6c1cf22-3307-5271-8cfc-96ae613a4e32,Industrial Manufacturing,same_site_diff_session,0.2443,0.3134,0.8295,0.3666,97.575,UNRESOLVED
a02fb70b-5012-5dca-8fea-193a8a0e20ae,c2b26d10-6921-5f7f-ab9a-66c67be13bde,Industrial Manufacturing,same_industry_diff_site,0.2804,0.2849,0.8454,0.3674,97.575,UNRESOLVED
0af01e7f-279e-56c5-98e6-ec65f99696ca,9c23f971-58b2-58a3-8a82-58e38ec09347,Construction and Hardware,same_site_diff_session,0.2891,0.2697,0.8726,0.3669,97.575,UNRESOLVED
0d077e0d-752b-537d-be1a-feecd1561afd,352b8d42-515d-56a1-b28c-13f6f06a5af4,Construction and Hardware,same_site_diff_session,0.3033,0.2723,0.8422,0.3686,97.575,UNRESOLVED
0d077e0d-752b-537d-be1a-feecd1561afd,e043c22d-beb8-5b3a-93e1-2106084cf2b7,Construction and Hardware,same_site_diff_session,0.3192,0.2504,0.8815,0.3691,97.575,UNRESOLVED
134a6df9-a6a6-534e-8036-4e3476b38b0b,ea23115e-0872-537b-9c6c-cda72597dcf6,Construction and Hardware,same_site_diff_session,0.2686,0.2953,0.8479,0.3688,97.575,UNRESOLVED
1fed31c1-f470-5748-9e85-7087c663b272,ea4c6a0a-0f40-5138-b158-902fec5b95e2,Construction and Hardware,same_site_diff_session,0.3074,0.2905,0.7703,0.3684,97.575,UNRESOLVED
2125b9ad-d32c-52c5-8406-96241c00dfe9,3ea6abb3-e204-5f8e-9669-9419869294dd,Construction and Hardware,same_site_diff_session,0.2693,0.2794,0.8927,0.3678,97.575,UNRESOLVED
25f1015a-8400-521d-92e8-b5c8926170ab,c0bfc807-d41a-56ef-9451-0b8097a4863f,Construction and Hardware,same_site_diff_session,0.2428,0.3322,0.7782,0.3678,97.575,UNRESOLVED
270b0d71-295a-5dfd-9bc4-772b69e514bb,624a3d83-5695-56e7-a5df-b655064dedc9,Construction and Hardware,same_site_diff_session,0.2388,0.3091,0.8708,0.3688,97.575,UNRESOLVED
2a59a2dd-40e0-5e08-b4f3-746867aa47fb,2e94bb37-b55e-5c6a-87ed-3537a90abad8,Construction and Hardware,same_site_diff_session,0.3403,0.2294,0.8986,0.3686,97.575,UNRESOLVED
2afa6088-14f3-544a-a90e-7049a533de62,8515bf08-21e4-591c-b04b-4a2a17411a3c,Construction and Hardware,same_site_diff_session,0.2018,0.3592,0.7902,0.3688,97.575,UNRESOLVED
2e94bb37-b55e-5c6a-87ed-3537a90abad8,32d950d2-6a14-51c3-96a4-1d52b2abe29b,Construction and Hardware,same_site_diff_session,0.3083,0.2676,0.8474,0.3688,97.575,UNRESOLVED
316bb7b6-a3b4-5233-ad3a-03a56010e517,624a3d83-5695-56e7-a5df-b655064dedc9,Construction and Hardware,same_site_diff_session,0.2503,0.2988,0.8754,0.3683,97.575,UNRESOLVED
4079330e-d10d-5911-a9e5-f243456c33d4,77dcc1d6-9255-56c4-a009-a2a7d07293ba,Construction and Hardware,same_site_diff_session,0.2982,0.2747,0.834,0.3668,97.575,UNRESOLVED
489de20d-74f7-5682-8ddd-51002f42f90b,b5d88ef0-2eed-50ae-a770-bd41ab2458cc,Construction and Hardware,same_industry_diff_site,0.3261,0.2426,0.8884,0.3687,97.575,UNRESOLVED
490a7b57-31f2-522c-9223-46390a3517ed,4c431b7c-e334-523c-a5b9-305bd44bfc0c,Construction and Hardware,same_site_diff_session,0.2375,0.328,0.809,0.3685,97.575,UNRESOLVED
54d873cf-9651-5242-9733-22fb2278eb4c,e72b849f-6a4c-57c1-9d55-eb7a4dc52c7d,Construction and Hardware,same_site_diff_session,0.2872,0.2888,0.8222,0.3682,97.575,UNRESOLVED
61dd1437-8aea-51d2-ad75-34cdbe131450,75e60526-a90b-5ef6-a25a-20367151074b,Construction and Hardware,same_site_diff_session,0.2916,0.2633,0.8862,0.3666,97.575,UNRESOLVED
62cb14eb-2c07-5b7a-9f76-c43b0d20af4b,8515bf08-21e4-591c-b04b-4a2a17411a3c,Construction and Hardware,same_site_diff_session,0.2479,0.3221,0.8004,0.3679,97.575,UNRESOLVED
66d7ec17-c72a-5ab5-a657-b0cbb0daba67,7f9eb866-11e5-50d4-b7c8-8d1dcda70819,Construction and Hardware,same_site_diff_session,0.2842,0.3103,0.7461,0.3665,97.575,UNRESOLVED
72cf6067-6b4f-5ba2-9505-b8f4594c5ca3,ea23115e-0872-537b-9c6c-cda72597dcf6,Construction and Hardware,same_site_diff_session,0.2531,0.3117,0.8207,0.3676,97.575,UNRESOLVED
8fff77fa-e158-5cff-82b0-833efbb7162c,eaad41e0-ee34-51a0-8417-0f28285f3874,Construction and Hardware,same_site_diff_session,0.2624,0.3139,0.7976,0.3685,97.575,UNRESOLVED
a09cec10-89f1-53d4-a1b2-3bea16331dc6,e72b849f-6a4c-57c1-9d55-eb7a4dc52c7d,Construction and Hardware,same_site_diff_session,0.2599,0.3036,0.8304,0.3673,97.575,UNRESOLVED
a31cfddc-a739-55b1-996b-6269a4a72240,b5d88ef0-2eed-50ae-a770-bd41ab2458cc,Construction and Hardware,same_industry_diff_site,0.3222,0.2474,0.8824,0.3688,97.575,UNRESOLVED
d42fc38a-3436-55d5-b159-c4217ff779f3,dec974f1-fbc9-5e18-ad74-4d8b28f7e711,Construction and Hardware,same_site_diff_session,0.306,0.2673,0.8387,0.3665,97.575,UNRESOLVED
3d4a4d31-16a3-57b3-97b5-ef875bb29f2f,53ba4a7b-25c0-5c51-a977-4cb2cdafea87,Other,same_site_diff_session,0.2534,0.3611,0.6471,0.3663,97.55,UNRESOLVED
7d04df23-88c7-5785-9e04-30564d75e239,c43cf9fa-6f88-54d6-be70-0d6ede4e1246,Other,same_site_diff_session,0.2925,0.2943,0.7769,0.3661,97.55,UNRESOLVED
9a1157bf-4163-55c2-b3b8-6a5865cc6401,aaa3da05-e144-5d8a-b164-dc82323a7dd2,Other,same_site_diff_session,0.2396,0.3143,0.8341,0.3661,97.55,UNRESOLVED
674d98c0-9505-5d95-b395-b17e80a05a9d,964cecc6-9311-5797-b6ef-12a684a7ccf1,Automotive and Transport,same_site_diff_session,0.2697,0.2897,0.846,0.3661,97.55,UNRESOLVED
46cc91f7-73a7-5ede-a6a5-3f9e703e8957,a653dfce-984d-544e-bd26-1936fd1dfdbc,Industrial Manufacturing,same_site_diff_session,0.3149,0.2836,0.7598,0.366,97.55,UNRESOLVED
80e329a8-7ecf-5863-9f10-46d1298877f4,ad1b6ac5-35c7-5ba1-8385-694fff1bd6aa,Industrial Manufacturing,same_site_diff_session,0.2889,0.2701,0.8655,0.366,97.55,UNRESOLVED
93d18edb-e5e2-5d37-a5a8-5c4fd03176d9,f2ec23ab-729a-5372-a90d-871f8867b168,Industrial Manufacturing,same_site_diff_session,0.2632,0.304,0.8143,0.3662,97.55,UNRESOLVED
f2ec23ab-729a-5372-a90d-871f8867b168,fad68849-6a0a-5b97-baa0-9c84b97ee56a,Industrial Manufacturing,same_site_diff_session,0.3234,0.2497,0.854,0.3661,97.55,UNRESOLVED
111ecb34-28d5-5cd6-bd24-aa99aa112d87,3ea6abb3-e204-5f8e-9669-9419869294dd,Construction and Hardware,same_site_diff_session,0.1574,0.3879,0.7791,0.3659,97.55,UNRESOLVED
134a6df9-a6a6-534e-8036-4e3476b38b0b,d42fc38a-3436-55d5-b159-c4217ff779f3,Construction and Hardware,same_site_diff_session,0.2788,0.2865,0.8339,0.3659,97.55,UNRESOLVED
1fed31c1-f470-5748-9e85-7087c663b272,4de4d9cf-53f3-55f9-ac56-f294931f0138,Construction and Hardware,same_site_diff_session,0.2933,0.3086,0.7291,0.3663,97.55,UNRESOLVED
2125b9ad-d32c-52c5-8406-96241c00dfe9,cbc47c93-18c9-54b1-81d4-6e9647f1df26,Construction and Hardware,same_site_diff_session,0.3112,0.2529,0.8722,0.3662,97.55,UNRESOLVED
215214e1-de88-5699-b607-06d43076e09c,6ada0e25-8ea8-50be-85ae-5accf94e7c93,Construction and Hardware,same_site_diff_session,0.2947,0.2601,0.8873,0.3663,97.55,UNRESOLVED
316bb7b6-a3b4-5233-ad3a-03a56010e517,3ca23b8b-9ab2-5d48-82fa-fe367388c40b,Construction and Hardware,same_site_diff_session,0.2429,0.303,0.8637,0.3661,97.55,UNRESOLVED
3ca23b8b-9ab2-5d48-82fa-fe367388c40b,50dc01ad-ab2f-5036-9dfa-c58598a224c9,Construction and Hardware,same_site_diff_session,0.2438,0.3109,0.8351,0.366,97.55,UNRESOLVED
4b93f756-e2b8-516d-9332-4de2ca2fbd07,d608926e-9999-5bfc-a4ea-ab0e73bcb766,Construction and Hardware,same_site_diff_session,0.3193,0.24,0.8941,0.3659,97.55,UNRESOLVED
7e26859a-fba9-54ef-a467-109ee485343e,e043c22d-beb8-5b3a-93e1-2106084cf2b7,Construction and Hardware,same_industry_diff_site,0.3198,0.255,0.8458,0.3663,97.55,UNRESOLVED
00846fa4-1bc7-56d4-8fa3-dab8841a2b01,4e9a9e6c-9c98-51b8-b110-5d239585cfe1,Other,same_site_diff_session,0.2927,0.2819,0.8146,0.3656,97.525,UNRESOLVED
76d701a6-89e9-5fb2-9738-fd778c7afc7e,eadb4f58-460e-5caf-9f20-3851c618163b,Other,same_site_diff_session,0.2466,0.3257,0.7762,0.3656,97.525,UNRESOLVED
0f24eab6-2c3d-51f7-85cb-193de8c22ffe,62e70c80-6eaa-57c5-afc4-564c52bac5e3,Agriculture and Farming,same_site_diff_session,0.3008,0.2837,0.7901,0.3657,97.525,UNRESOLVED
6f104c4b-d24d-5073-9599-66192292ea66,cde44f5b-8252-5e03-843b-8c54028ea22d,Agriculture and Farming,same_site_diff_session,0.3048,0.2783,0.7986,0.3656,97.525,UNRESOLVED
f9d20631-aa87-5522-a56a-ac2cd5d5bfd2,ffdb0869-552b-5ece-b32c-ef368e486f3a,Agriculture and Farming,same_site_diff_session,0.2928,0.2761,0.8335,0.3656,97.525,UNRESOLVED
19cbb8c0-4e2e-5258-9b76-5f00ceb95127,6147203e-2bc2-51f2-a71b-fb3653cb93c7,Industrial Manufacturing,same_industry_diff_site,0.2798,0.2868,0.8273,0.3654,97.525,UNRESOLVED
31287bcd-f59a-57c7-8058-6189b8c091e1,54659507-eeac-5574-a4a8-bd1f1a255435,Industrial Manufacturing,same_industry_diff_site,0.2881,0.2875,0.8085,0.3659,97.525,UNRESOLVED
7842a08f-6fda-5f16-865b-06643ff59d7a,cc0aff63-96c7-5921-a46f-a65995ce277b,Industrial Manufacturing,same_industry_diff_site,0.2818,0.2727,0.8713,0.3657,97.525,UNRESOLVED
c2b26d10-6921-5f7f-ab9a-66c67be13bde,f2ec23ab-729a-5372-a90d-871f8867b168,Industrial Manufacturing,same_site_diff_session,0.2867,0.2742,0.8527,0.3654,97.525,UNRESOLVED
d6c1cf22-3307-5271-8cfc-96ae613a4e32,eb8b3000-ac67-5774-b0f9-ff8c463da80b,Industrial Manufacturing,same_site_diff_session,0.2626,0.2904,0.8564,0.3656,97.525,UNRESOLVED
0d077e0d-752b-537d-be1a-feecd1561afd,298ec604-1a1b-5e8f-abc9-825a8b59bc7c,Construction and Hardware,same_site_diff_session,0.311,0.2562,0.8568,0.3654,97.525,UNRESOLVED
2125b9ad-d32c-52c5-8406-96241c00dfe9,4d816fa4-b715-5f6b-8309-69ac85acff6d,Construction and Hardware,same_site_diff_session,0.2536,0.3005,0.8458,0.3659,97.525,UNRESOLVED
25f1015a-8400-521d-92e8-b5c8926170ab,72cf6067-6b4f-5ba2-9505-b8f4594c5ca3,Construction and Hardware,same_site_diff_session,0.2937,0.2828,0.8092,0.3656,97.525,UNRESOLVED
623dcd64-8c26-51a7-886b-b9f20e101e4b,e9c18f23-70d5-5b76-a87f-fe5df5130dda,Construction and Hardware,same_site_diff_session,0.2908,0.2886,0.7971,0.3656,97.525,UNRESOLVED
e9c18f23-70d5-5b76-a87f-fe5df5130dda,ea23115e-0872-537b-9c6c-cda72597dcf6,Construction and Hardware,same_site_diff_session,0.2754,0.3025,0.7841,0.3653,97.525,UNRESOLVED
00846fa4-1bc7-56d4-8fa3-dab8841a2b01,b6aa2514-103f-5b96-8ce4-3a88ebefd3c1,Other,same_site_diff_session,0.2973,0.2503,0.9019,0.3645,97.5,UNRESOLVED
25b18866-00e9-5220-ae3a-f8626c749bd0,3429bd08-6d8c-547f-a872-be02799fa578,Other,same_site_diff_session,0.2651,0.3214,0.7423,0.3648,97.5,UNRESOLVED
25b18866-00e9-5220-ae3a-f8626c749bd0,b08ee731-6ed2-5250-b349-411c3e44ecb8,Other,same_site_diff_session,0.3258,0.3179,0.6108,0.3646,97.5,UNRESOLVED
25b18866-00e9-5220-ae3a-f8626c749bd0,d1d24a75-7e20-5eb9-aee5-03579841f7ab,Other,same_site_diff_session,0.2755,0.3323,0.6771,0.3642,97.5,UNRESOLVED
3ad3c180-cbb1-510b-a235-37718c00d0f5,adb616e5-01e9-54a6-bf2e-50cbb310c308,Other,same_site_diff_session,0.3141,0.2969,0.71,0.3649,97.5,UNRESOLVED
3d4a4d31-16a3-57b3-97b5-ef875bb29f2f,7d04df23-88c7-5785-9e04-30564d75e239,Other,same_site_diff_session,0.2621,0.3139,0.7756,0.365,97.5,UNRESOLVED
3d4a4d31-16a3-57b3-97b5-ef875bb29f2f,8180724b-ba70-50b7-bd5d-42909a66a19a,Other,same_site_diff_session,0.2616,0.3428,0.679,0.3648,97.5,UNRESOLVED
3d4a4d31-16a3-57b3-97b5-ef875bb29f2f,ea301a20-a769-551d-be69-4b17ac96e701,Other,same_site_diff_session,0.2569,0.2989,0.8355,0.3647,97.5,UNRESOLVED
49048032-afaf-5853-9d0f-2d4ed6a0d500,e45457e4-c0f5-5d55-9bc4-dfef4c585259,Other,same_site_diff_session,0.2865,0.276,0.8441,0.3649,97.5,UNRESOLVED
50e82224-2f37-5a71-a4a7-9dfe1351f239,9a1157bf-4163-55c2-b3b8-6a5865cc6401,Other,same_site_diff_session,0.2603,0.2808,0.8838,0.364,97.5,UNRESOLVED
5ecb6aed-428c-5df6-a524-191eca6d375e,b6aa2514-103f-5b96-8ce4-3a88ebefd3c1,Other,same_site_diff_session,0.2828,0.2743,0.8588,0.365,97.5,UNRESOLVED
6ae9545d-65c0-5df5-a297-a2fa40ddfc6e,7d04df23-88c7-5785-9e04-30564d75e239,Other,same_site_diff_session,0.3149,0.3031,0.6843,0.3644,97.5,UNRESOLVED
9c1d9c05-1e84-5cd6-ac67-21cb04525ef8,9de6489d-c82a-59e2-aa45-f5aed0380b11,Other,same_site_diff_session,0.3022,0.3274,0.6324,0.3643,97.5,UNRESOLVED
9de6489d-c82a-59e2-aa45-f5aed0380b11,b6aa2514-103f-5b96-8ce4-3a88ebefd3c1,Other,same_site_diff_session,0.2834,0.2876,0.8141,0.3651,97.5,UNRESOLVED
b08ee731-6ed2-5250-b349-411c3e44ecb8,c8b3712a-dc14-5789-950f-1a6a044c1c07,Other,same_site_diff_session,0.3135,0.3347,0.5801,0.3641,97.5,UNRESOLVED
1b9bec10-a692-5064-8b71-3ba6b763f66e,e1447721-ae1d-57d7-a578-c2c018989156,Automotive and Transport,same_site_diff_session,0.2821,0.3005,0.7692,0.3644,97.5,UNRESOLVED
441152a8-474b-58e4-837d-0975be127b13,cde44f5b-8252-5e03-843b-8c54028ea22d,Agriculture and Farming,same_site_diff_session,0.285,0.2777,0.8399,0.3646,97.5,UNRESOLVED
81b3e9fc-792a-5769-ac79-a14e7c5cee2c,99fa5f80-9ddd-53c4-918e-44b85636dd80,Agriculture and Farming,same_site_diff_session,0.2942,0.2685,0.847,0.3643,97.5,UNRESOLVED
205ab6fd-6091-5126-a03c-da4dbca776af,932bed8e-2d18-5f31-b3e7-33001243f57d,Industrial Manufacturing,same_industry_diff_site,0.2665,0.3089,0.7761,0.3642,97.5,UNRESOLVED
2d97bcd6-c518-500b-bc48-4af8a637d315,e150c217-ebfb-5d42-a4b5-20a9f1c6bb35,Industrial Manufacturing,same_site_diff_session,0.2691,0.2889,0.8377,0.3643,97.5,UNRESOLVED
80e329a8-7ecf-5863-9f10-46d1298877f4,892da517-dbce-56b2-a1a2-e1e0b500e401,Industrial Manufacturing,same_site_diff_session,0.2541,0.3028,0.8295,0.3647,97.5,UNRESOLVED
80e329a8-7ecf-5863-9f10-46d1298877f4,8d474fc0-62ce-5567-aa9e-beb8c5b62f09,Industrial Manufacturing,same_site_diff_session,0.2489,0.2942,0.8652,0.364,97.5,UNRESOLVED
8d474fc0-62ce-5567-aa9e-beb8c5b62f09,cf1d2273-0a06-58d3-b7b2-e3274a0ae154,Industrial Manufacturing,same_industry_diff_site,0.3046,0.289,0.7554,0.3644,97.5,UNRESOLVED
c04193b4-9b02-5513-a22b-5b5f31bbd9d5,cfc8b265-930e-551a-a20b-f58ee39531c6,Industrial Manufacturing,same_site_diff_session,0.2692,0.3253,0.7143,0.364,97.5,UNRESOLVED
cf39c8a1-ab24-5fef-9337-cd1da5fae9d8,d6c1cf22-3307-5271-8cfc-96ae613a4e32,Industrial Manufacturing,same_site_diff_session,0.171,0.3681,0.8069,0.3649,97.5,UNRESOLVED
d6c1cf22-3307-5271-8cfc-96ae613a4e32,f7104411-d460-56bc-8a67-8ecb901bbf72,Industrial Manufacturing,same_site_diff_session,0.3213,0.2561,0.8238,0.3641,97.5,UNRESOLVED
0c6b697c-edfa-5e46-a935-afd9b11a39e4,1dba6d88-1ab4-52c7-87c1-c5b82d6ef3fe,Construction and Hardware,same_site_diff_session,0.2552,0.3313,0.7279,0.3642,97.5,UNRESOLVED
12fda8fc-2b56-5641-866f-8e609c653b31,4797bf6a-f0ca-54e2-ae34-0561705ea4c2,Construction and Hardware,same_site_diff_session,0.3204,0.2432,0.8737,0.3648,97.5,UNRESOLVED
